"song_name","song_popularity","song_duration_ms","acousticness","danceability","energy","instrumentalness","key","liveness","loudness","audio_mode","speechiness","tempo","time_signature","audio_valence","artist_name","album_names","playlist","image"
"breathin","94","198160","0.0211","0.568","0.6559999999999999","1.3699999999999998e-05","8","0.213","-5.412999999999999","1","0.0433","100.04899999999999","4","0.364","Ariana Grande","Sweetener","Radio 1 Playlist (BBC)","//upload.wikimedia.org/wikipedia/en/thumb/9/91/Breathin_single_cover.jpg/220px-Breathin_single_cover.jpg"
"Be Alright","96","196373","0.6970000000000001","0.5529999999999999","0.586","0.0","11","0.0813","-6.319","1","0.0362","126.684","4","0.44299999999999995","Dean Lewis","Be Alright","Radio 1 Playlist (BBC)","//upload.wikimedia.org/wikipedia/en/thumb/1/11/Be_Alright_by_Dean_Lewis.jpg/220px-Be_Alright_by_Dean_Lewis.jpg"
"No Stylist","91","192172","0.0215","0.765","0.7040000000000001","0.0","5","0.22699999999999998","-4.5889999999999995","0","0.127","147.055","4","0.498","French Montana","No Stylist","Radio 1 Playlist (BBC)","//upload.wikimedia.org/wikipedia/en/thumb/2/2e/French_Montana_%E2%80%93_No_Stylist.png/220px-French_Montana_%E2%80%93_No_Stylist.png"
"Forever & Ever More","70","208133","0.0058200000000000005","0.289","0.841","0.00771","8","0.267","-4.33","1","0.146","183.17","3","0.39899999999999997","Nothing But Thieves","Forever & Ever More","Radio 1 Playlist (BBC)","//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Nothing_but_Thieves_Mad_Cool_2016.jpg/300px-Nothing_but_Thieves_Mad_Cool_2016.jpg"
"Run Run","62","212093","0.0883","0.679","0.7020000000000001","0.0","6","0.113","-4.539","0","0.172","81.992","4","0.446","RAY BLK","Run Run","Radio 1 Playlist (BBC)","//upload.wikimedia.org/wikipedia/en/thumb/6/64/Tamar_Braxton_Bluebird_of_Happiness.jpg/220px-Tamar_Braxton_Bluebird_of_Happiness.jpg"
"Bebey","51","230000","0.7490000000000001","0.655","0.602","1.3300000000000001e-05","5","0.345","-6.015","0","0.048","164.11700000000002","4","0.599","Theophilus London","Bebey","Radio 1 Playlist (BBC)","//upload.wikimedia.org/wikipedia/en/thumb/0/0d/Theophilus_London_-_Bebey.png/220px-Theophilus_London_-_Bebey.png"
"1999","81","189000","0.0227","0.7390000000000001","0.742","1.39e-06","7","0.22899999999999998","-4.586","1","0.0329","124.016","4","0.659","Charli XCX","1999","Radio 1 Playlist (BBC)","//upload.wikimedia.org/wikipedia/en/thumb/4/41/CharliXCXTroyeSivan1999.png/220px-CharliXCXTroyeSivan1999.png"
"Trip","87","217118","0.214","0.7170000000000001","0.605","0.0","11","0.138","-5.68","0","0.075","81.047","4","0.387","Ella Mai","Trip","Radio 1 Playlist (BBC)","//upload.wikimedia.org/wikipedia/en/thumb/0/03/Ella_Mai_Trip.jpg/220px-Ella_Mai_Trip.jpg"
"Better","95","229412","0.0984","0.442","0.585","0.391","0","0.14","-10.332","0","0.0964","97.565","4","0.11599999999999999","Khalid","Better","Radio 1 Playlist (BBC)","//upload.wikimedia.org/wikipedia/en/thumb/8/82/Better_Khalid_Single_Cover.png/220px-Better_Khalid_Single_Cover.png"
"Grace","70","184880","0.49","0.733","0.5329999999999999","0.0","4","0.171","-6.971","1","0.0357","104.506","4","0.483","Lewis Capaldi","Grace","Radio 1 Playlist (BBC)","//upload.wikimedia.org/wikipedia/en/thumb/1/17/Lewis_Capaldi_-_Grace.png/220px-Lewis_Capaldi_-_Grace.png"
"Family Man","54","218773","0.307","0.37200000000000005","0.536","0.000437","7","0.11699999999999999","-6.608","0","0.027000000000000003","143.833","4","0.149","Lily Allen","No Shame","Radio 1 Playlist (BBC)","//upload.wikimedia.org/wikipedia/en/thumb/6/6c/Lily_Allen_-_No_Shame.png/220px-Lily_Allen_-_No_Shame.png"
"Funky Friday","81","182741","0.0783","0.975","0.535","0.0","1","0.107","-7.227","1","0.196","125.066","4","0.6709999999999999","Dave","Funky Friday","Rap UK","//upload.wikimedia.org/wikipedia/en/thumb/d/df/DaveFredoFunkyFriday.png/220px-DaveFredoFunkyFriday.png"
"Chop My Money","71","213458","0.47100000000000003","0.594","0.68","0.0","1","0.0634","-5.228","0","0.308","105.131","4","0.818","iLL BLU","Chop My Money","Rap UK","//upload.wikimedia.org/wikipedia/en/thumb/0/0c/P-Square_Chop_My_Money_Official_Album_Artwork.jpg/220px-P-Square_Chop_My_Money_Official_Album_Artwork.jpg"
"Nothing To Say","65","217846","0.609","0.914","0.467","2.07e-05","7","0.0941","-11.173","0","0.0935","130.006","4","0.385","SL","Nothing To Say","Rap UK","//upload.wikimedia.org/wikipedia/en/thumb/b/bc/The_kinks_arthur_album.jpg/220px-The_kinks_arthur_album.jpg"
"Energy (Stay Far Away)","73","199521","0.345","0.836","0.614","9.86e-05","8","0.08800000000000001","-4.543","0","0.311","101.97","4","0.603","Skepta","Energy (Stay Far Away)","Rap UK","//upload.wikimedia.org/wikipedia/en/thumb/6/6e/Energy_%28Stay_Far_Away%29.png/220px-Energy_%28Stay_Far_Away%29.png"
"Gucci Mane","65","201379","0.0122","0.6729999999999999","0.684","0.00011","7","0.13","-8.347000000000001","1","0.133","175.862","4","0.516","D-Block Europe","Gucci Mane","Rap UK","//upload.wikimedia.org/wikipedia/commons/thumb/7/71/Gucci_Mane_at_515_Alive_%28cropped_portrait%29.jpg/220px-Gucci_Mane_at_515_Alive_%28cropped_portrait%29.jpg"
"London","74","228041","0.0316","0.743","0.6509999999999999","1.83e-05","8","0.0942","-4.452","0","0.17600000000000002","137.184","5","0.511","AJ x Deno","London","Rap UK","//upload.wikimedia.org/wikipedia/commons/thumb/d/d7/United_Kingdom_relief_location_map.jpg/250px-United_Kingdom_relief_location_map.jpg"
"Butterflies","77","224000","0.259","0.7609999999999999","0.685","2.92e-06","5","0.115","-9.796","0","0.125","103.949","4","0.596","AJ Tracey","Butterflies","Rap UK","//upload.wikimedia.org/wikipedia/en/thumb/6/68/Butterflies_by_AJ_Tracey.jpg/220px-Butterflies_by_AJ_Tracey.jpg"
"Pitbulls","63","227666","0.008029999999999999","0.698","0.647","0.00026000000000000003","1","0.41600000000000004","-7.632000000000001","1","0.235","180.049","4","0.355","Skengdo","Pitbulls","Rap UK","//upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Pit_bull_sampler.jpg/220px-Pit_bull_sampler.jpg"
"Forrest Gump","26","222133","0.516","0.888","0.7120000000000001","0.0","5","0.0715","-5.327000000000001","1","0.275","109.00399999999999","4","0.847","Loski","Call Me Loose","Rap UK","//upload.wikimedia.org/wikipedia/en/thumb/6/67/Forrest_Gump_poster.jpg/220px-Forrest_Gump_poster.jpg"
"Fat Joe","44","188235","0.282","0.85","0.489","0.0","3","0.10099999999999999","-5.849","0","0.452","76.479","4","0.551","Yung Fume","Fat Joe","Rap UK","//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/FatJoeApr2011.jpg/220px-FatJoeApr2011.jpg"
"Roses","34","211069","0.5870000000000001","0.636","0.581","1.01e-05","0","0.0486","-9.27","1","0.303","155.884","4","0.5770000000000001","Kea","Stigma","Rap UK","//upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Rosa_rubiginosa_1.jpg/220px-Rosa_rubiginosa_1.jpg"
"Hard Work Pays Off","0","224506","0.327","0.736","0.48200000000000004","0.0","4","0.22899999999999998","-8.242","1","0.196","140.064","4","0.608","Future","Future & Juice WRLD Present... WRLD ON DRUGS","RapCaviar","//upload.wikimedia.org/wikipedia/en/thumb/0/02/Wrld_on_Drugs.jpg/220px-Wrld_on_Drugs.jpg"
"Drip Too Hard","91","145603","0.0945","0.9","0.653","0.0","1","0.528","-6.962000000000001","0","0.289","112.50299999999999","4","0.39899999999999997","Lil Baby","Drip Too Hard","RapCaviar","//upload.wikimedia.org/wikipedia/en/thumb/8/89/Drip_Too_Hard.jpg/220px-Drip_Too_Hard.jpg"
"Mo Bamba","90","180897","0.268","0.738","0.629","0.00114","6","0.163","-4.882","0","0.0495","146.067","4","0.319","Sheck Wes","Mo Bamba","RapCaviar","//upload.wikimedia.org/wikipedia/en/thumb/6/60/Mo_Bamba_cover_art.jpg/220px-Mo_Bamba_cover_art.jpg"
"No Stylist","91","192172","0.0215","0.765","0.7040000000000001","0.0","5","0.22699999999999998","-4.5889999999999995","0","0.127","147.055","4","0.498","French Montana","No Stylist","RapCaviar","//upload.wikimedia.org/wikipedia/en/thumb/2/2e/French_Montana_%E2%80%93_No_Stylist.png/220px-French_Montana_%E2%80%93_No_Stylist.png"
"Leave Me Alone","69","195637","0.107","0.792","0.743","0.0","7","0.183","-2.806","1","0.0851","150.024","4","0.742","Flipp Dinero","Leave Me Alone","RapCaviar","//upload.wikimedia.org/wikipedia/en/thumb/2/28/Flipp_Dinero_-_Leave_Me_Alone.png/220px-Flipp_Dinero_-_Leave_Me_Alone.png"
"New Patek","90","343099","0.0367","0.85","0.785","0.0","8","0.155","-4.963","0","0.345","145.063","4","0.718","Lil Uzi Vert","New Patek","RapCaviar","//upload.wikimedia.org/wikipedia/en/thumb/c/c0/New_Patek_-_Single_by_Lil_Uzi_Vert.jpg/220px-New_Patek_-_Single_by_Lil_Uzi_Vert.jpg"
"Wake Up in the Sky","92","204664","0.00381","0.8","0.578","0.0","4","0.359","-5.144","0","0.0485","143.01","4","0.36700000000000005","Gucci Mane","Wake Up in the Sky","RapCaviar","//upload.wikimedia.org/wikipedia/en/thumb/3/34/Gucci_Mane%2C_Bruno_Mars_and_Kodak_Black_-_Wake_Up_in_the_Sky.jpeg/220px-Gucci_Mane%2C_Bruno_Mars_and_Kodak_Black_-_Wake_Up_in_the_Sky.jpeg"
"GOKU","74","192880","0.228","0.665","0.89","0.0","1","0.122","-2.39","1","0.19699999999999998","139.94299999999998","4","0.32","Jaden Smith","GOKU","RapCaviar","//upload.wikimedia.org/wikipedia/en/thumb/a/af/Son_Goku_YoungAdult.PNG/220px-Son_Goku_YoungAdult.PNG"
"Lean Wit Me","89","175755","0.0414","0.665","0.6509999999999999","0.0","1","0.0896","-5.515","1","0.156","163.935","4","0.237","Juice WRLD","Goodbye & Good Riddance","RapCaviar","//upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Juice_Wrld_Interview.png/220px-Juice_Wrld_Interview.png"
"If I'm Lyin, I'm Flyin","83","130929","0.1","0.715","0.617","3.62e-06","11","0.18600000000000003","-5.558","0","0.242","176.108","4","0.289","Kodak Black","If I'm Lyin, I'm Flyin","RapCaviar","//upload.wikimedia.org/wikipedia/en/thumb/6/67/Kodak_Black_%E2%80%93_Dying_to_Live.png/220px-Kodak_Black_%E2%80%93_Dying_to_Live.png"
"Shake It Up","84","116680","0.128","0.7759999999999999","0.608","0.0","10","0.0932","-6.478","0","0.10400000000000001","156.025","4","0.402","Trippie Redd","LIFE'S A TRIP","RapCaviar","//upload.wikimedia.org/wikipedia/en/thumb/5/56/Lifes_A_Trip.jpg/220px-Lifes_A_Trip.jpg"
"Dip","82","127200","0.0152","0.877","0.562","0.0","9","0.0933","-7.096","1","0.26","99.977","4","0.376","Tyga","Dip","RapCaviar","//upload.wikimedia.org/wikipedia/en/thumb/7/71/Tyga_-_Dip.jpg/220px-Tyga_-_Dip.jpg"
"151 Rum","77","156695","0.19899999999999998","0.73","0.86","0.00182","7","0.322","-3.532","1","0.191","129.952","4","0.647","J.I.D","151 Rum","RapCaviar","//upload.wikimedia.org/wikipedia/en/thumb/3/33/J.i.d-151-Rum.jpg/220px-J.i.d-151-Rum.jpg"
"Strange Circus","27","128008","0.617","0.7559999999999999","0.536","0.745","0","0.239","-11.151","1","0.0598","112.35700000000001","3","0.509","Pixl Pyrmd","Pyrmd.Skeeem","Raw Beats","//upload.wikimedia.org/wikipedia/en/thumb/3/35/Strange-Circus-Poster.jpg/220px-Strange-Circus-Poster.jpg"
"Tiny Monsters","31","105741","0.57","0.483","0.53","0.0244","6","0.5870000000000001","-5.244","0","0.759","214.68599999999998","3","0.418","Elusive","Planet Blue","Raw Beats","//upload.wikimedia.org/wikipedia/en/thumb/e/ec/Puscifer_-_Conditions_Of_My_Parole.jpg/220px-Puscifer_-_Conditions_Of_My_Parole.jpg"
"Super!","28","124235","0.20600000000000002","0.594","0.493","0.745","4","0.11900000000000001","-9.432","1","0.295","75.285","1","0.5529999999999999","Keem the Cipher","Super!","Raw Beats","//upload.wikimedia.org/wikipedia/commons/3/34/Supertv-logo-2015.png"
"Moderna","26","168730","0.159","0.816","0.664","0.902","6","0.0666","-7.7410000000000005","1","0.27899999999999997","77.02600000000001","4","0.9620000000000001","Fitz Ambro$e","Villa Rosa","Raw Beats","//upload.wikimedia.org/wikipedia/en/thumb/8/83/Moderna_Therapeutics_company_logo.png/200px-Moderna_Therapeutics_company_logo.png"
"Siente El Boom","66","188733","0.11199999999999999","0.804","0.745","0.0","4","0.0924","-5.805","0","0.0744","95.024","4","0.512","Tito El Bambino","El Documental II","Reggaeton Classics","//upload.wikimedia.org/wikipedia/en/thumb/5/5e/Tito_El_Bambino_-_Siente_El_Boom.jpg/220px-Tito_El_Bambino_-_Siente_El_Boom.jpg"
"Dile","49","204600","0.166","0.831","0.716","2.3e-05","9","0.0545","-7.42","1","0.11900000000000001","94.027","4","0.655","Don Omar","The Last Don","Reggaeton Classics","//upload.wikimedia.org/wikipedia/en/thumb/a/ac/Don_omar-dile_s.jpg/220px-Don_omar-dile_s.jpg"
"Oye Mi Canto","61","240973","0.185","0.677","0.946","3.56e-06","6","0.27399999999999997","-2.887","1","0.0553","96.01100000000001","4","0.948","N.O.R.E.","N.O.R.E. Y La Familia","Reggaeton Classics","//upload.wikimedia.org/wikipedia/en/thumb/c/c3/NOREOyeMiCantoCDSingleCover.jpg/220px-NOREOyeMiCantoCDSingleCover.jpg"
"Gasolina","6","192573","0.335","0.855","0.794","4.38e-06","0","0.0711","-6.497999999999999","1","0.0557","96.01299999999999","4","0.7509999999999999","Daddy Yankee","Barrio Fino (International Version)","Reggaeton Classics","//upload.wikimedia.org/wikipedia/en/thumb/1/16/Daddy_Yankee_Gasolina_cover_art.png/220px-Daddy_Yankee_Gasolina_cover_art.png"
"Dale Don Dale","42","212413","0.0269","0.8320000000000001","0.815","0.00028","6","0.0892","-7.81","0","0.0971","95.031","4","0.809","Don Omar","The Last Don","Reggaeton Classics","//upload.wikimedia.org/wikipedia/en/thumb/6/6f/Donomar416823.jpg/220px-Donomar416823.jpg"
"Caile","55","191078","0.0833","0.843","0.797","2.16e-06","1","0.22899999999999998","-4.962","1","0.0894","96.948","4","0.6970000000000001","Tito El Bambino","Hits","Reggaeton Classics","//upload.wikimedia.org/wikipedia/commons/thumb/c/c0/USA_Mississippi_location_map.svg/250px-USA_Mississippi_location_map.svg.png"
"Te He Querido, Te He Llorado","50","254026","0.29","0.7759999999999999","0.857","4.47e-06","11","0.125","-5.824","0","0.0598","95.02","4","0.552","Ivy Queen","e5","Reggaeton Classics","//upload.wikimedia.org/wikipedia/en/thumb/c/c4/Ivy_Queen_featuring_Ednita_Nazzario_-_Te_He_Querido%2C_Te_He_Llorado_%28Remix%29.jpg/220px-Ivy_Queen_featuring_Ednita_Nazzario_-_Te_He_Querido%2C_Te_He_Llorado_%28Remix%29.jpg"
"Mo Bamba","90","180897","0.268","0.738","0.629","0.00114","6","0.163","-4.882","0","0.0495","146.067","4","0.319","Sheck Wes","Mo Bamba","Rep The Set","//upload.wikimedia.org/wikipedia/en/thumb/6/60/Mo_Bamba_cover_art.jpg/220px-Mo_Bamba_cover_art.jpg"
"Dedicate","87","189908","0.033","0.879","0.662","0.0","2","0.716","-6.162000000000001","1","0.309","117.975","4","0.723","Lil Wayne","Tha Carter V","Rep The Set","//upload.wikimedia.org/wikipedia/en/thumb/0/00/Carterfive.jpeg/220px-Carterfive.jpeg"
"YSIV","77","369240","0.0821","0.758","0.782","0.0","10","0.111","-6.153","0","0.309","91.073","4","0.6759999999999999","Logic","YSIV","Rep The Set","//upload.wikimedia.org/wikipedia/en/thumb/8/8e/YoungSinatraIV.jpg/220px-YoungSinatraIV.jpg"
"Killshot","91","253579","0.0989","0.892","0.6509999999999999","0.0","0","0.371","-8.645","0","0.37799999999999995","105.814","4","0.599","Eminem","Killshot","Rep The Set","//upload.wikimedia.org/wikipedia/en/thumb/1/15/Eminem_Killshot.jpg/220px-Eminem_Killshot.jpg"
"RAP DEVIL","84","286117","0.217","0.895","0.8390000000000001","3e-06","0","0.239","-4.512","1","0.22699999999999998","149.951","4","0.7559999999999999","Machine Gun Kelly","RAP DEVIL","Rep The Set","//upload.wikimedia.org/wikipedia/en/thumb/e/ef/Rap_Devil_cover.jpg/220px-Rap_Devil_cover.jpg"
"Drip Too Hard","91","145603","0.0945","0.9","0.653","0.0","1","0.528","-6.962000000000001","0","0.289","112.50299999999999","4","0.39899999999999997","Lil Baby","Drip Too Hard","Rep The Set","//upload.wikimedia.org/wikipedia/en/thumb/8/89/Drip_Too_Hard.jpg/220px-Drip_Too_Hard.jpg"
"Uproar","88","194184","0.0595","0.743","0.87","0.0","1","0.299","-2.188","1","0.212","99.075","4","0.884","Lil Wayne","Tha Carter V","Rep The Set","//upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Lil-wayne-uproar-single.jpg/220px-Lil-wayne-uproar-single.jpg"
"XTCY","69","176613","0.213","0.5529999999999999","0.759","0.0","2","0.726","-3.385","1","0.0541","94.046","4","0.24600000000000002","Kanye West","XTCY","Rep The Set","//upload.wikimedia.org/wikipedia/en/thumb/9/97/XTCY_cover.jpg/220px-XTCY_cover.jpg"
"GOKU","74","192880","0.228","0.665","0.89","0.0","1","0.122","-2.39","1","0.19699999999999998","139.94299999999998","4","0.32","Jaden Smith","GOKU","Rep The Set","//upload.wikimedia.org/wikipedia/en/thumb/a/af/Son_Goku_YoungAdult.PNG/220px-Son_Goku_YoungAdult.PNG"
"Gmail","69","216946","0.07","0.763","0.708","0.0106","8","0.13","-6.297000000000001","1","0.134","160.035","4","0.732","Sheck Wes","MUDBOY","Rep The Set","//upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Gmail_Icon.svg/100px-Gmail_Icon.svg.png"
"Lucid Dreams","36","239946","0.377","0.43700000000000006","0.48100000000000004","0.0","11","0.33","-9.681000000000001","0","0.237","83.60600000000001","4","0.21600000000000003","Juice WRLD","Lucid Dreams","Rep The Set","//upload.wikimedia.org/wikipedia/en/thumb/c/cf/Juice_WRLD_-_Lucid_Dreams.png/220px-Juice_WRLD_-_Lucid_Dreams.png"
"Oh My","73","248093","0.342","0.7120000000000001","0.626","0.0","11","0.10800000000000001","-7.966","0","0.174","96.177","4","0.721","Dappy","Oh My","Rep The Set","//upload.wikimedia.org/wikipedia/en/thumb/0/09/Dappy_Oh_My.png/220px-Dappy_Oh_My.png"
"The Return","76","252133","0.113","0.8","0.956","0.0","11","0.107","-4.4319999999999995","0","0.17800000000000002","90.025","4","0.65","Logic","The Return","Rep The Set","//upload.wikimedia.org/wikipedia/en/thumb/8/8e/YoungSinatraIV.jpg/220px-YoungSinatraIV.jpg"
"Shake It Up","84","116680","0.128","0.7759999999999999","0.608","0.0","10","0.0932","-6.478","0","0.10400000000000001","156.025","4","0.402","Trippie Redd","LIFE'S A TRIP","Rep The Set","//upload.wikimedia.org/wikipedia/en/thumb/5/56/Lifes_A_Trip.jpg/220px-Lifes_A_Trip.jpg"
"Bum Bum Tam Tam","62","155550","0.826","0.9570000000000001","0.667","0.0205","10","0.179","-5.353","0","0.0856","132.01","4","0.556","MC Fioti","Bum Bum Tam Tam","Represent_ Brazil","//upload.wikimedia.org/wikipedia/en/thumb/e/ed/Bum_Bum_Tam_Tam_%28Remix%29.png/220px-Bum_Bum_Tam_Tam_%28Remix%29.png"
"Fly Me To The Moon","32","142533","0.88","0.568","0.292","0.0006349999999999999","7","0.0747","-14.276","1","0.0324","133.55","4","0.505","Astrud Gilberto","The Shadow Of Your Smile","Represent_ Brazil","//upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Kaye_Ballard_In_Other_Words_Decca_Records_Inc._Catalog_Number_9_29114_Photographed_15_April_2014.JPG/220px-Kaye_Ballard_In_Other_Words_Decca_Records_Inc._Catalog_Number_9_29114_Photographed_15_April_2014.JPG"
"No Te Equivoques","56","214828","0.0662","0.8390000000000001","0.81","0.0","5","0.147","-3.565","1","0.10300000000000001","95.01","4","0.932","The Rudeboyz","No Te Equivoques","Represent_ Colombia","//upload.wikimedia.org/wikipedia/en/thumb/9/94/Wisin_%26_Yandel_-_No_Te_Equivoques.jpg/220px-Wisin_%26_Yandel_-_No_Te_Equivoques.jpg"
"Mi Tierra","51","278333","0.151","0.77","0.6679999999999999","0.0","1","0.0838","-6.942","0","0.0399","99.16","4","0.94","Gloria Estefan","Mi Tierra","Represent_ Cuba","//upload.wikimedia.org/wikipedia/en/thumb/c/c6/Gloria_Estefan_Mi_Tierra.jpg/220px-Gloria_Estefan_Mi_Tierra.jpg"
"La Gozadera","77","203160","0.166","0.616","0.9890000000000001","0.0","9","0.172","-1.6980000000000002","0","0.0483","95.036","4","0.902","Gente De Zona","Visualízate","Represent_ Cuba","//upload.wikimedia.org/wikipedia/en/thumb/d/d5/Gente_de_Zona-La_Gozadera.jpg/220px-Gente_de_Zona-La_Gozadera.jpg"
"Rhythm Is Gonna Get You","45","234973","0.23600000000000002","0.779","0.759","0.046","4","0.132","-12.799000000000001","0","0.0387","124.98299999999999","4","0.838","Gloria Estefan","Let It Loose","Represent_ Cuba","//upload.wikimedia.org/wikipedia/en/thumb/5/5e/Rhythmisgonnagetyou.jpg/220px-Rhythmisgonnagetyou.jpg"
"Guantanamera","58","199316","0.833","0.7440000000000001","0.601","0.0242","10","0.131","-5.2410000000000005","1","0.0349","143.542","4","0.905","Celia Cruz","Celia","Represent_ Cuba","//upload.wikimedia.org/wikipedia/en/thumb/0/02/Guantanamera_-_The_Sandpipers.jpeg/220px-Guantanamera_-_The_Sandpipers.jpeg"
"Mi Gente","77","189440","0.0179","0.774","0.687","1.17e-05","11","0.128","-4.8180000000000005","0","0.0584","104.959","4","0.308","J Balvin","Mi Gente","Represent_ Dominican Republic","//upload.wikimedia.org/wikipedia/en/thumb/9/99/J_Balvin_Mi_Gente.jpg/220px-J_Balvin_Mi_Gente.jpg"
"Light It Up","50","198718","0.0198","0.33799999999999997","0.963","0.0045899999999999995","0","0.19399999999999998","-2.582","1","0.162","179.6","4","0.621","Major Lazer","Peace Is The Mission","Represent_ Dominican Republic","//upload.wikimedia.org/wikipedia/en/thumb/d/d1/Light_It_Up_%28Remix%29_Major_Lazer_Cover.jpg/220px-Light_It_Up_%28Remix%29_Major_Lazer_Cover.jpg"
"Yo No Se Manana","71","259853","0.649","0.653","0.8270000000000001","0.0","4","0.18","-3.2060000000000004","0","0.042","95.223","4","0.733","Luis Enrique","Ciclos","Represent_ Dominican Republic","//upload.wikimedia.org/wikipedia/en/thumb/8/89/Yonosemanana.jpg/220px-Yonosemanana.jpg"
"Tip Pon It","50","221612","0.00446","0.6890000000000001","0.892","0.00932","4","0.435","-3.95","0","0.24600000000000002","110.09","4","0.77","Sean Paul","Tip Pon It","Represent_ Dominican Republic","//upload.wikimedia.org/wikipedia/en/thumb/9/9a/Sean_Paul_Mad_Love_The_Prequel.png/220px-Sean_Paul_Mad_Love_The_Prequel.png"
"X","88","173627","0.0364","0.595","0.773","0.00108","9","0.33399999999999996","-4.736000000000001","0","0.0549","180.07299999999998","4","0.711","Nicky Jam","X","Represent_ Dominican Republic","//upload.wikimedia.org/wikipedia/commons/thumb/e/e4/X_cursiva.gif/200px-X_cursiva.gif"
"Quiero Saber","52","166253","0.00245","0.695","0.818","3.36e-06","6","0.305","-5.532","0","0.0482","102.976","4","0.599","Jesse Baez","Quiero Saber","Represent_ Guatemala","//upload.wikimedia.org/wikipedia/en/thumb/1/17/Ivy_Queen_Diva.jpg/220px-Ivy_Queen_Diva.jpg"
"Virgen","60","271726","0.725","0.66","0.748","0.00065","8","0.127","-4.855","1","0.044000000000000004","90.963","4","0.75","Adolescent's Orquesta","Ahora Mas Que Nunca","Represent_ Guatemala","//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Virgen_-_Fraktion_Virgen-Dorf.jpg/250px-Virgen_-_Fraktion_Virgen-Dorf.jpg"
"Video Clip","43","251872","0.32","0.7340000000000001","0.779","0.0","8","0.0474","-8.117","0","0.0411","141.96","4","0.8109999999999999","Los Hermanos Rosario","Los Hermanos Rosario","Represent_ Guatemala","//upload.wikimedia.org/wikipedia/en/thumb/7/72/VDOclip.jpg/220px-VDOclip.jpg"
"Papi Chulo","54","175856","0.0809","0.893","0.851","0.00143","1","0.0246","-6.42","1","0.11199999999999999","110.005","4","0.8370000000000001","El Chombo","A Mover el Culo Con el Chombo","Represent_ Guatemala","//upload.wikimedia.org/wikipedia/en/thumb/f/f4/Papi_chulo_%28Lorna%29.jpg/220px-Papi_chulo_%28Lorna%29.jpg"
"Como La Flor","66","184733","0.179","0.632","0.738","6.11e-06","10","0.375","-7.707999999999999","1","0.0405","91.167","4","0.883","Selena","Dreaming Of You","Represent_ Guatemala","//upload.wikimedia.org/wikipedia/en/6/6e/Comolaflorlacracha.jpg"
"Como La Flor","66","184733","0.179","0.632","0.738","6.11e-06","10","0.375","-7.707999999999999","1","0.0405","91.167","4","0.883","Selena","Dreaming Of You","Represent_ Mexico","//upload.wikimedia.org/wikipedia/en/6/6e/Comolaflorlacracha.jpg"
"Mi Gente","77","189440","0.0179","0.774","0.687","1.17e-05","11","0.128","-4.8180000000000005","0","0.0584","104.959","4","0.308","J Balvin","Mi Gente","Represent_ Mexico","//upload.wikimedia.org/wikipedia/en/thumb/9/99/J_Balvin_Mi_Gente.jpg/220px-J_Balvin_Mi_Gente.jpg"
"I Like It","95","253390","0.099","0.816","0.726","0.0","5","0.37200000000000005","-3.998","0","0.129","136.048","4","0.65","Cardi B","Invasion of Privacy","Represent_ Mexico","//upload.wikimedia.org/wikipedia/en/thumb/8/82/Cardi_B%2C_Bad_Bunny_and_J_Balvin_-_I_Like_It_%28Single_Cover%29.png/220px-Cardi_B%2C_Bad_Bunny_and_J_Balvin_-_I_Like_It_%28Single_Cover%29.png"
"Gasolina","77","192600","0.332","0.857","0.8009999999999999","1.2e-06","0","0.0789","-6.499","1","0.0618","96.009","4","0.753","Daddy Yankee","Barrio Fino (Bonus Track Version)","Represent_ Mexico","//upload.wikimedia.org/wikipedia/en/thumb/1/16/Daddy_Yankee_Gasolina_cover_art.png/220px-Daddy_Yankee_Gasolina_cover_art.png"
"Suga Suga","73","239026","0.657","0.701","0.75","3.13e-06","5","0.0845","-3.1910000000000003","0","0.27399999999999997","82.531","4","0.515","Baby Bash","Tha Smokin' Nephew","Represent_ Mexico","//upload.wikimedia.org/wikipedia/en/thumb/b/bb/Sugasuga.jpg/220px-Sugasuga.jpg"
"Bidi Bidi Bom Bom","64","187560","0.102","0.569","0.721","3.3799999999999995e-05","10","0.204","-5.888999999999999","1","0.0375","180.06","4","0.927","Selena","La Leyenda (Version Super Deluxe)","Represent_ Mexico","//upload.wikimedia.org/wikipedia/en/8/8f/Bidibidibombom.jpg"
"Obsesion","74","254720","0.419","0.8029999999999999","0.56","0.0","1","0.0608","-6.912000000000001","0","0.0398","133.679","4","0.77","Aventura","We Broke The Rules","Represent_ Mexico","//upload.wikimedia.org/wikipedia/en/thumb/1/16/Obsesion.jpg/220px-Obsesion.jpg"
